codigo,nome,endereco,descricao,longitude,latitude,distrito
5409609,"R. DONATÁRIOS , 114",CAMPINEIROS,R   CAMPINEIROS,-46.593607,-23.55566202,Mooca
220007944,"R. SALVADOR RODRIGUES NEGRÃO , 515",UA DIOGO PEREIRA PAIS,RUA DIOGO PEREIRA PAIS,-46.662171,-23.67081802,Cidade Ademar
470002847,"AV. COROA DE FRADE , 49",CHARRUA ORESTES/ R FRAGATA CAROLINA,R CHARRUA ORESTES/ R FRAGATA CAROLINA,-46.431882,-23.52531302,Lajeado
3609112,"TERM. METRÔ ITAQUERA PL. A , 0",,,-46.471186,-23.54202302,Itaquera
6009600,"R. STO. AFONSO , 107",Pio X,R. Pio X,-46.549265,-23.52751402,Penha
8313679,"R. ANTÔNIO GONÇALVES CAMPOS , 100",CLUBE PLEIADES,CLUBE PLEIADES,-46.568716,-23.42119302,Tremembé
7206965,"R. AMÉRICO BRASILIENSE , 866",ESTILO BARROCO / R. FRANCISCO DE MORAIS,R. ESTILO BARROCO / R. FRANCISCO DE MORAIS,-46.695715,-23.63508302,Santo Amaro
2808791,"AV. PARANAGUÁ , 100",BELEM DE SAO FRANCISCO,R   BELEM DE SAO FRANCISCO,-46.475277,-23.50467702,Ermelino Matarazzo
9206170,"AV. LINS DE VASCONCELOS , 2680",ÁLVARO NETO / R. DA. BRÍGIDA,R. ÁLVARO NETO / R. DA. BRÍGIDA,-46.627961,-23.58561002,Vila Mariana
820008847,"R. ISIDRO TINOCO , 39",PADRE ESTEVAO PERNET/ R TIJUCO PRETO,R PADRE ESTEVAO PERNET/ R TIJUCO PRETO,-46.573763,-23.54343902,Tatuapé
3014664,"R. TRÊS CORAÇÕES , 558",,,-46.676622,-23.77339002,Grajaú
270016174,"R. RIBEIRO LACERDA , 76",JOAO DE SANTA MARIA/ R DIVINOPOLIS,R JOAO DE SANTA MARIA/ R DIVINOPOLIS,-46.61983,-23.62072402,Cursino
950006738,"AV. VILA EMA , 575",DA PRECE/ R INHAMUNS,R DA PRECE/ R INHAMUNS,-46.570892,-23.57973902,Vila Prudente
18851,"M01 CONCEIÇÃO - SÃO JUDAS , 919",AV ENG ARMANDO DE ARRUDA PEREIRA,AV ENG ARMANDO DE ARRUDA PEREIRA,-46.641239,-23.63503902,Jabaquara
300009416,"AV. CARLOS BARBOSA DOS SANTOS (ESTR. BARRO BRANCO) , 963",UA PROF.  AURÉLIO ARROBA MARTINS,RUA PROF.  AURÉLIO ARROBA MARTINS,-46.67266,-23.76250102,Grajaú
1207029,"AV. CORIFEU DE AZEVEDO MARQUES , 1117",JOSE DE MORAES FERRAZ,R   JOSE DE MORAES FERRAZ,-46.725137,-23.57347802,Butantã
630014987,"R. NATINGUI , 1001",DOS MORAS/ R SAGARANA,R DOS MORAS/ R SAGARANA,-46.697117,-23.55545502,Pinheiros
130001573,"AV. PERI RONCHETTI , 391",EMBAIXADOR ORLANDO RIBEIRO/ R DOLORES BARRETO COELHO,R EMBAIXADOR ORLANDO RIBEIRO/ R DOLORES BARRETO COELHO,-46.650043,-23.46146002,Cachoeirinha
780006291,"R. NOVA BRASÍLIA , 857",MANUEL VILALOBOS/ R HERMES SILVA,R MANUEL VILALOBOS/ R HERMES SILVA,-46.510948,-23.59812002,Sapopemba
130001854,"TERM. VILA NOVA CACHOEIRINHA , 0",AV INAJAR DE SOUZA/ TERMINAL VILA NOVA CACHOEIRINHA,AV INAJAR DE SOUZA/ TERMINAL VILA NOVA CACHOEIRINHA,-46.670029,-23.47476802,Cachoeirinha
40005596,"R. ABDO SALEM , 0",WALTER IMBRA DOS SANTOS/ R CESARIO MELANTONIO,R WALTER IMBRA DOS SANTOS/ R CESARIO MELANTONIO,-46.527585,-23.57420802,Aricanduva
8503332,"AV. DAS BELEZAS , 342",,,-46.741052,-23.64197102,Jardim São Luís
210005044,"R. ZILDA , 577",ANTONIO VERA CRUZ/ R JOAO ROMEIRO,R ANTONIO VERA CRUZ/ R JOAO ROMEIRO,-46.661579,-23.49467102,Casa Verde
3305870,"R. MICHELE PRÍNCIPE , 15",ua Anita Tagliaferri,Rua Anita Tagliaferri,-46.580837,-23.60864602,Ipiranga
170011288,"R. CAIO GRACO DA SILVA PRADO , 836",EURICO DE AZEVEDO MARQUES/ R VICENZO DANTI,R EURICO DE AZEVEDO MARQUES/ R VICENZO DANTI,-46.754193,-23.63959002,Campo Limpo
830003860,"AV. CEL. SEZEFREDO FAGUNDES , 0",KOTINDA/ R JOAO LEITE,R KOTINDA/ R JOAO LEITE,-46.594246,-23.43188002,Tremembé
8704812,"PÇA. DR. SAMPAIO VIDAL , 245",IMA.  CLOTILDE,R IMA.  CLOTILDE,-46.540097,-23.56726702,Vila Formosa
1703543,"ESTR. DO CAMPO LIMPO , 4426",PROFESSORA NINA STOCCO,R PROFESSORA NINA STOCCO,-46.765241,-23.62553202,Campo Limpo
930007068,"AV. DR. BERNARDINO BRITO F.DE CARVALHO , 0",DOUTOR ULISSES COUTINHO/ R ONOFRE DI LORENZO,R DOUTOR ULISSES COUTINHO/ R ONOFRE DI LORENZO,-46.518726,-23.53662202,Vila Matilde
4011411,"AV. BOLONHA , 486",,,-46.7444,-23.54856402,Jaguaré
2515533,"R. PANCHO VILLA , 76",UA GERALDO VIETRI / EVA PERON,RUA GERALDO VIETRI / EVA PERON,-46.419663,-23.56569302,Cidade Tiradentes
600012684,"AV. GOV. CARVALHO PINTO , 772",UPAIMA/ R ANTONIO SEBASTIÃO,R UPAIMA/ R ANTONIO SEBASTIÃO,-46.541115,-23.51433002,Penha
130001479,"AV. MARIA ANTÔNIA MARTINS , 588",JOSE DE CAMPOS SOARES/ R CONSTANTINO DA SILVA,R JOSE DE CAMPOS SOARES/ R CONSTANTINO DA SILVA,-46.65983,-23.46200002,Cachoeirinha
570014293,"R. PE. VIEIRA , 142",ARAGUAIA/ R DOUTOR GUIMADEMAR LEINGRUBER,R ARAGUAIA/ R DOUTOR GUIMADEMAR LEINGRUBER,-46.618652,-23.52623102,Pari
350002310,"R. DES. OCTÁVIO EGYDIO ROGGIERO , 286",THYRSO BURGOS LOPES/ R MARIO COVAS,R THYRSO BURGOS LOPES/ R MARIO COVAS,-46.368276,-23.51052802,Itaim Paulista
6201200,"AV. RAIMUNDO PEREIRA DE MAGALHÃES , 17248",ua Santa Cruz,Rua Santa Cruz,-46.72851,-23.40237702,Perus
230009663,"R. FREDERICO RENÉ DE JAEGHER , 1451",FRANCISCO CARVALHO DE ANDRADE/ R EL FERROL,R FRANCISCO CARVALHO DE ANDRADE/ R EL FERROL,-46.710251,-23.72445202,Cidade Dutra
930012022,"R. DA. MATILDE , 926",EUGENIA DE CARVALHO/ R HERCILIA,R EUGENIA DE CARVALHO/ R HERCILIA,-46.524702,-23.54058202,Vila Matilde
360004471,"AV. CAITITU , 598",UACARI/ R UAPUCA,R UACARI/ R UAPUCA,-46.46843,-23.53252902,Itaquera
7207001,"R. ANTÔNIO DE OLIVEIRA , 617",DA PAZ / R. ENG. MESQUITA SAMPAIO,R. DA PAZ / R. ENG. MESQUITA SAMPAIO,-46.704033,-23.62740702,Santo Amaro
4203862,"R. ROBERTO SELMI-DEI , 204",,,-46.753942,-23.67775302,Jardim Ângela
590013831,"R. AMAD MASSUD , 0",SALVADOR DALI/ R ULISSES VIRGILIO FERRARI,R SALVADOR DALI/ R ULISSES VIRGILIO FERRARI,-46.657075,-23.71394102,Pedreira
230009784,"R. FRUTUOSO BARBOSA , 128",AGNALDO SATURNINO ROCHA/ R ANTONIO ALVARES DA SILVA,R AGNALDO SATURNINO ROCHA/ R ANTONIO ALVARES DA SILVA,-46.688923,-23.71384702,Cidade Dutra
350002630,"AV. PUPUNHA , 57",LAGO MANDIORE/ R LAGO CARACARES,R LAGO MANDIORE/ R LAGO CARACARES,-46.382376,-23.49887602,Itaim Paulista
450014006,"R. HUMBERTO DE ALMEIDA , 447",MANUEL VIEIRA SARMENTO/ R BALTAZAR DE SA,R MANUEL VIEIRA SARMENTO/ R BALTAZAR DE SA,-46.747071,-23.67117702,Jardim São Luís
70015949,"AV. PAULISTA , 1754",PEIXOTO GOMIDE/ AL MINISTRO ROCHA AZEVEDO,R PEIXOTO GOMIDE/ AL MINISTRO ROCHA AZEVEDO,-46.657365,-23.56030302,Bela Vista
6311322,"TERM. PINHEIROS - PL 3 , 0",,,-46.701753,-23.56608402,Pinheiros
7504891,"R. FORTE DO RIO BRANCO , 781",UA FORTE DO TRIUNFO,RUA FORTE DO TRIUNFO,-46.461476,-23.60365302,São Mateus
250005894,"TERM. CIDADE TIRADENTES - PLATAFORMA 1 , 0",PARADA EXCLUSIVA - LINHA 4017-10,PARADA EXCLUSIVA - LINHA 4017-10,-46.407762,-23.58338202,Cidade Tiradentes
350002379,"R. PE. VIRGÍLIO CAMPELLO , 284",CHUVA NA MONTANHA/ R DOIS,R CHUVA NA MONTANHA/ R DOIS,-46.375212,-23.50819802,Itaim Paulista
1707372,"AV. AMADEU DA SILVA SAMELO , 0",FRANCISCO DE HOLANDA / R. GILSON ROCHA PITTA,R. FRANCISCO DE HOLANDA / R. GILSON ROCHA PITTA,-46.76905,-23.63025102,Campo Limpo
10014090,"R. MJ. BASÍLIO , 635",TIE/ R SIQUEIRA BUENO,R TIE/ R SIQUEIRA BUENO,-46.580472,-23.55760602,Água Rasa
7805197,"R. CLÊNIO WANDERLEY , 215",Travessa Hilarion Quintana,Travessa Hilarion Quintana,-46.491325,-23.61936202,Sapopemba
130001470,"R. FELISBERTO FREIRE , 0",JOSE CARLOS RODRIGUES/ R RANGEL DE ALMEIDA,R JOSE CARLOS RODRIGUES/ R RANGEL DE ALMEIDA,-46.654941,-23.46557102,Cachoeirinha
860002894,"R. IVOTURUCAIA , 251",CHACURU/ R PALANQUE,R CHACURU/ R PALANQUE,-46.426374,-23.49652402,Vila Curuçá
370010196,"AV. GEN. VALDOMIRO DE LIMA , 450",TORRE DOS MOUROS/ R TURUMAS,R TORRE DOS MOUROS/ R TURUMAS,-46.644962,-23.63823302,Jabaquara
8506758,"AV. HEBE CAMARGO , 0",Oposto a Rua Ernest Renan,Oposto a Rua Ernest Renan,-46.723324,-23.62019702,Vila Andrade
380004378,"R. JAN MONET , 190",DESEMBARGADOR GALVAO/ R ALIPIO DA SILVA LAVOURA,R DESEMBARGADOR GALVAO/ R ALIPIO DA SILVA LAVOURA,-46.567537,-23.46539402,Jaçanã
8312662,"R. MARIA AMALIA LOPES DE AZEVEDO , 3633",JAPARATINGA,R   JAPARATINGA,-46.59211,-23.45626702,Tremembé
710002173,"R. DA. MARIA CUSTODIA , 83",PRF. JOSE MIZIARA/ PC JOSAFHAT FILHO,R PRF. JOSE MIZIARA/ PC JOSAFHAT FILHO,-46.639513,-23.48914002,Santana
380004363,"R. MÁRIO LAGO , 345",UA POLYANTHEA,RUA POLYANTHEA,-46.575927,-23.45393102,Jaçanã
7803971,"R. AUGUSTIN LUBERTI , 840",UA JIM BACKUS,RUA JIM BACKUS,-46.487794,-23.61958402,Sapopemba
50005687,"AV. CALIM EID , 2827",ARROIO TEIXEIRA/ R BENEDITO OTONI,R ARROIO TEIXEIRA/ R BENEDITO OTONI,-46.489195,-23.52857902,Artur Alvim
510001965,"AV. CONS. MOREIRA DE BARROS , 2516",GUILHERMINA/ RUA  ANTÔNIO JOAQUIM SOBRAL,R GUILHERMINA/ RUA  ANTÔNIO JOAQUIM SOBRAL,-46.643348,-23.48369202,Mandaqui
560009178,"R. HENRIQUE HESSEL , 3268",C/B,C/B,-46.740815,-23.80353902,Parelheiros
210005057,"R. EPAMINONDAS MELO DO AMARAL , 1110",TR LUIS DELUNE/ R MANDIBA,TR LUIS DELUNE/ R MANDIBA,-46.659084,-23.48855102,Casa Verde
6509464,"AV. ANTÔNIO FORTUNATO , 269",AV CALIM EID,AV CALIM EID,-46.491103,-23.52557002,Ponte Rasa
350002628,"R. FELIZARDO RIBEIRO LISBOA , 95",LAGO CARACARES/ R TAIATI,R LAGO CARACARES/ R TAIATI,-46.381636,-23.50279702,Itaim Paulista
830003967,"AV. MÁRIO PERNAMBUCO , 26",DOS MARACUJAS/ R CANDEEIRO/RUA IMBIRAS,R DOS MARACUJAS/ R CANDEEIRO/RUA IMBIRAS,-46.596244,-23.46418802,Tremembé
130005095,"TERM. VILA NOVA CACHOEIRINHA , 0",AV INAJAR DE SOUZA/ TERMINAL VILA NOVA CACHOEIRINHA - PMD 6,AV INAJAR DE SOUZA/ TERMINAL VILA NOVA CACHOEIRINHA - PMD 6,-46.66963,-23.47442602,Cachoeirinha
720015643,"AV. JOÃO CARLOS DA SILVA BORGES , 712",ANGELO PARIZ FORNAZA/ R HORACIO PIRAGIBE GALVAO,R ANGELO PARIZ FORNAZA/ R HORACIO PIRAGIBE GALVAO,-46.711689,-23.63925202,Santo Amaro
360004985,"TERM. A. E. CARVALHO , 0",AV DO IMPERADOR/ TR VITORIA SILVA SANTOS,AV DO IMPERADOR/ TR VITORIA SILVA SANTOS,-46.475685,-23.51820702,Itaquera
9206505,"R. DR. TIRSO MARTINS , 44",,,-46.636202,-23.59567402,Vila Mariana
2314654,"R. GASPAR JOSÉ RAPOSO , 384",DOUTOR FRANCISCO LOUREIRO,R DOUTOR FRANCISCO LOUREIRO,-46.679953,-23.72043902,Cidade Dutra
880002067,"R. CEL. JORDÃO , 798",STO ANSELMO/ R PEDRO SETTI,R STO ANSELMO/ R PEDRO SETTI,-46.600344,-23.50224402,Vila Guilherme
3115279,"R. ALDEIA MARIA , 150",,,-46.42225,-23.55977102,Guaianases
2914541,"AV. PAULA FERREIRA , 208",,,-46.701883,-23.50180402,Freguesia do Ó
950006510,"R. COSTA BARROS , 1257",PRINCIPE DA BEIRA/ R SAO CARLOS BORROMEU,R PRINCIPE DA BEIRA/ R SAO CARLOS BORROMEU,-46.554585,-23.59737402,Vila Prudente
420013064,"R. TIJUCO DA SERRA , 15",ANTIPODAS/ R POLINESIA,R ANTIPODAS/ R POLINESIA,-46.773152,-23.70308702,Jardim Ângela
190013122,"R. DA COSTA NOVA DO PRADO , 108",DOUTOR JOSE VELASQUES VARGAS/ R JOSE DE BRITO,R DOUTOR JOSE VELASQUES VARGAS/ R JOSE DE BRITO,-46.779839,-23.67152502,Capão Redondo
760002866,"R. CRIÚVA , 1145",,,-46.432141,-23.52386902,São Miguel
1707478,"R. FORTE DA BARRA , 250",Nossa Sra. do Bom Conselho,R. Nossa Sra. do Bom Conselho,-46.759448,-23.64010002,Campo Limpo
150010521,"AV. PEDRO BUENO , 1149",ALMEIDA FERRAZ/ R GUILHERME REHDER,R ALMEIDA FERRAZ/ R GUILHERME REHDER,-46.65346,-23.63806502,Campo Belo
6807240,"R. JOAQUIM LAPAS VEIGA , 628",AV. ANTONIO RAMIRO DA SILVA - DIVISA COM N.º 638,AV. ANTONIO RAMIRO DA SILVA - DIVISA COM N.º 638,-46.778352,-23.57891802,Rio Pequeno
780006289,"R. NOVA BRASÍLIA , 367",MARA ROSA/ R LUIS ANTONIO DA COSTA,R MARA ROSA/ R LUIS ANTONIO DA COSTA,-46.507156,-23.59684002,Sapopemba
4312085,"AV. JOSÉ MARTINS LISBOA , 870",,,-46.415212,-23.48147502,Jardim Helena
1707319,"R. DR. HUGO LACORTE VITALE , 521",CANORI -- LAR BASTISTA CRIANÇAS,R. CANORI -- LAR BASTISTA CRIANÇAS,-46.757611,-23.62796202,Campo Limpo
5614685,"R. BR. DA FOZ , 0",UA DUQUE DE LAFÕES,RUA DUQUE DE LAFÕES,-46.711936,-23.82991202,Parelheiros
750007547,"R. CADENCIA , 326",DEINOS/ R PHOBUS,R DEINOS/ R PHOBUS,-46.464048,-23.60748602,São Mateus
880000751,"AV. CONCEIÇÃO , 1650",JAGUARETAMA/ R GUAIPACARE,R JAGUARETAMA/ R GUAIPACARE,-46.598459,-23.49919502,Vila Guilherme
480014799,"PÇA. S. CRISPIM , 77",PC SAO CRISPIM/ R TITO,PC SAO CRISPIM/ R TITO,-46.705321,-23.52835302,Lapa
1114368,"R. RODOLFO PEREIRA LIMA , 7",,,-46.697738,-23.45987902,Brasilândia
8812603,"R. MÁRIO PINHEIRO , 23",UA MARIA CANDIDA,RUA MARIA CANDIDA,-46.599393,-23.50712502,Vila Guilherme
910000817,"AL. 2º SG. ANDIRAS NOGUEIRA DE ABREU , 456",CABO BASILIO ZEQUIM JUNIOR/ R SOLDADO JOSE VICENTE DE PAULA,R CABO BASILIO ZEQUIM JUNIOR/ R SOLDADO JOSE VICENTE DE PAULA,-46.566428,-23.51937102,Vila Maria
410003454,"AV. ALEXIOS JAFET , 346",JORGE ANTONIO BENDA/ R SEM NOME,R JORGE ANTONIO BENDA/ R SEM NOME,-46.749915,-23.45259402,Jaraguá
220013765,"AV. ÂNGELO CRISTIANINI , 1178",ESTELA SOLITARIA/ R HERBERT MAYA DE VASCONCELLOS,R ESTELA SOLITARIA/ R HERBERT MAYA DE VASCONCELLOS,-46.642866,-23.68817502,Cidade Ademar
790016357,"AV. JABAQUARA , 2673",AV ITACIRA/ AV PIASSANGUABA,AV ITACIRA/ AV PIASSANGUABA,-46.642423,-23.62736802,Saúde
6311343,"R. CARD. ARCOVERDE , 0",LGO. DA BATATA / R. CARDEAL ARCOVERDE,LGO. DA BATATA / R. CARDEAL ARCOVERDE,-46.693939,-23.56558902,Pinheiros
130001582,"R. SAID SAAD , 557",INDIO PERI/ TR AIALA,R INDIO PERI/ TR AIALA,-46.649623,-23.46485502,Cachoeirinha
280004723,"R. JOÃO ANTÔNIO ANDRADE , 153",DARIO COSTA MATTOS/ R FABIO JOSE BEZERRA,R DARIO COSTA MATTOS/ R FABIO JOSE BEZERRA,-46.482403,-23.50592302,Ermelino Matarazzo
660017139,"R. CACHOEIRA PORAQUE , 10",TR ANGELICA DO CAMPOS/ TR CACHOEIRA PINGUELO,TR ANGELICA DO CAMPOS/ TR CACHOEIRA PINGUELO,-46.801887,-23.58632702,Raposo Tavares
410003516,"R. FRANCISCO DA CUNHA MENEZES , 148",SEM NOME,R SEM NOME,-46.743402,-23.44545402,Jaraguá
350002470,"R. RIO MASSAMBU , 150",PEREIRA DE FARO / R BAIA DE SAO MARCOS,R PEREIRA DE FARO / R BAIA DE SAO MARCOS,-46.393119,-23.51032402,Itaim Paulista
211267,"AV. DRA. RUTH CARDOSO , 66",MIRALTA,R. MIRALTA,-46.71454,-23.55579502,Alto de Pinheiros
270016137,"R. GUARAREMA , 345",ANA TOMASIA DE JESUS/ AV ITABORAI,R ANA TOMASIA DE JESUS/ AV ITABORAI,-46.626044,-23.60925902,Cursino
1814733,"R. GUIRÁ - ACANGATARA , 298",,,-46.526769,-23.49901302,Cangaíba
240007243,"R. MORUBIXABA , 440",CARLOS JOSE DE CASTILHO/ R SEIS,R CARLOS JOSE DE CASTILHO/ R SEIS,-46.479329,-23.56215702,Cidade Líder
350002376,"R. PE. VIRGÍLIO CAMPELLO , 158",DOIS/ AV DOIS,R DOIS/ AV DOIS,-46.37648,-23.50669002,Itaim Paulista
610016896,"R. CARDOSO DE ALMEIDA , 848",JOAO RAMALHO/ R DOUTOR HOMEM DE MELO,R JOAO RAMALHO/ R DOUTOR HOMEM DE MELO,-46.668593,-23.53815702,Perdizes
750006180,"R. HENRIQUE MAZZAUTI , 21",VEL TRINTA E OITO/ R ETTORE ANDREAZZA,VEL TRINTA E OITO/ R ETTORE ANDREAZZA,-46.490662,-23.60238802,São Mateus
520008864,"R. BENEDITO SCHUNCK , 1497",EST A/ EST DO SUMARE,EST A/ EST DO SUMARE,-46.755767,-23.87860602,Marsilac
160010003,"R. ARNALDO MAGNICCARO , 0",AV DAS NACOES UNIDAS/ AV ENGENHEIRO EUZEBIO STEVAUX,AV DAS NACOES UNIDAS/ AV ENGENHEIRO EUZEBIO STEVAUX,-46.696543,-23.67670302,Campo Grande
780006240,"R. PALMEIRA DE VINHO , 315",VEL PARTICULAR RIACHAO DAS NEVES/ R BOLEADEIRAS,VEL PARTICULAR RIACHAO DAS NEVES/ R BOLEADEIRAS,-46.51268,-23.61637302,Sapopemba
2113425,"R. ZILDA , 1044",CESAR PENNA RAMOS,R. CESAR PENNA RAMOS,-46.662787,-23.49075102,Casa Verde
7206980,"PLAT. LAT. TERM. JOAO DIAS , 5118",ua Manoel Homem de Andrade -- Oposto ao Carrefour,Rua Manoel Homem de Andrade -- Oposto ao Carrefour,-46.733871,-23.64350802,Jardim São Luís
230009780,"R. FRUTUOSO BARBOSA , 528",TR PROFESSORA AUREA DOS HUMILDES OLIVEIRA/ R FRANCISCO DE CALDAS,TR PROFESSORA AUREA DOS HUMILDES OLIVEIRA/ R FRANCISCO DE CALDAS,-46.689435,-23.71704102,Cidade Dutra
2815285,"R. DR. ASSIS RIBEIRO , 8682",AV. PARANAGUÁ,AV. PARANAGUÁ,-46.48001,-23.48537802,Ermelino Matarazzo
300009876,"R. DR. OSCAR ANDRADE LEMOS , 915",UA ANGELO PRADO,RUA ANGELO PRADO,-46.694529,-23.73416502,Grajaú
730000547,"R. DR. ODON CARLOS DE FIGUEIREDO FERRAZ , 960",ALMIRO BERNARDO/ R ANTONIO CARLOS PEREIRA,R ALMIRO BERNARDO/ R ANTONIO CARLOS PEREIRA,-46.729856,-23.50611802,São Domingos
7805131,"R. PEDRO DE CASTRO VELHO , 2152",,,-46.516504,-23.58939302,Sapopemba
1405624,"R. CLÍMACO BARBOSA , 659",UA ALEXANDRINO DA SILVA BUENO,RUA ALEXANDRINO DA SILVA BUENO,-46.614604,-23.56596502,Cambuci
420013330,"ESTR. DA BARONESA , 72",DAS MODULACOES/ R DOS TEMAS,R DAS MODULACOES/ R DOS TEMAS,-46.760133,-23.69084902,Jardim Ângela
300009585,"AV. ANTÔNIO CARLOS BENJAMIM DOS SANTOS , 328",AV PARAMARIBO/ R POLO SUL,AV PARAMARIBO/ R POLO SUL,-46.693939,-23.74474802,Grajaú
470002747,"R. FRANCISCO DE SOUTOMAIOR , 45",CESARE POLLINI/ R JERONIMO PEDROSO BARROS,R CESARE POLLINI/ R JERONIMO PEDROSO BARROS,-46.392024,-23.52756002,Lajeado
2815289,"R. JOSÉ LOPES RODRIGUES , 310",UA REVERENDO JOSÉ DE AZEVEDO GUERRA,RUA REVERENDO JOSÉ DE AZEVEDO GUERRA,-46.47814,-23.48695402,Ermelino Matarazzo
340015385,"R. CLODOMIRO AMAZONAS , 1291",JOAO CACHOEIRA/ R SANTA JUSTINA,R JOAO CACHOEIRA/ R SANTA JUSTINA,-46.67652,-23.59554302,Itaim Bibi
310008120,"AV. MIGUEL ACHIOLE DA FONSECA , 183",CACAREMA/ VEL TRES,R CACAREMA/ VEL TRES,-46.404723,-23.55334102,Guaianases
220007936,"AV. MARARI , 425",UA ARMANDO GOMES DE ARAUJO,RUA ARMANDO GOMES DE ARAUJO,-46.664486,-23.66527602,Cidade Ademar
200008706,"R. AZEVEDO SOARES , 2275",ANTONIO FERNANDES DE ABREU/ R ANTONIO DE BARROS,R ANTONIO FERNANDES DE ABREU/ R ANTONIO DE BARROS,-46.554769,-23.54657902,Carrão
480014949,"TERM. LAPA - PLAT. 3 , 0",VDTO COMENDADOR ELIAS NAGIB BLEIN/ R GUAICURUS,VDTO COMENDADOR ELIAS NAGIB BLEIN/ R GUAICURUS,-46.699464,-23.52011102,Lapa
3407183,"AC. AREA DE APOIO BANDEIRANTES , 0",,,-46.691797,-23.59662202,Itaim Bibi
360008016,"R. ENG. VILLARES DA SILVA , 698",TACAIMBO/ R NARCISO ARAUJO,R TACAIMBO/ R NARCISO ARAUJO,-46.446377,-23.53774202,Itaquera
4503974,"AV. TOMÁS DE SOUZA , 267",ua João Batista Jordão,Rua João Batista Jordão,-46.7383,-23.64469802,Jardim São Luís
6811318,"PÇA. WILSON MOREIRA DA COSTA , 43",MILTON SOARES,R. MILTON SOARES,-46.760686,-23.57347402,Rio Pequeno
830004295,"R. AUGUSTO RODRIGUES , 396",TR SALOMAO REGIS PIZA/ R MANOEL PEREIRA ROSA,TR SALOMAO REGIS PIZA/ R MANOEL PEREIRA ROSA,-46.577522,-23.43728702,Tremembé
80014081,"R. PE. ADELINO , 692",SERRA DE JAIRE/ AV ALVARO RAMOS,R SERRA DE JAIRE/ AV ALVARO RAMOS,-46.587431,-23.54466302,Belém
300009442,"ESTR. ITAQUAQUECETUBA , 222",ALICE CANDIDA SILVEIRA/ EST DO BORORE,R ALICE CANDIDA SILVEIRA/ EST DO BORORE,-46.63895,-23.79527302,Grajaú
800012759,"R. VINTE E CINCO DE MARÇO , 348",SAO NICOLAU / R GENERAL CARNEIRO,R SAO NICOLAU / R GENERAL CARNEIRO,-46.631362,-23.54695802,Sé
960011334,"R. STO. AMÉRICO , 115",ROGER ZMEKHOL/ R MAESTRO TORQUATO AMORE,R ROGER ZMEKHOL/ R MAESTRO TORQUATO AMORE,-46.726157,-23.60531502,Vila Sônia
690017099,"ROD. ANCHIETA , 848",ILIRIA/ R MARQUES DE MARICA,R ILIRIA/ R MARQUES DE MARICA,-46.599792,-23.60894002,Sacomã
180005261,"AV. CANGAIBA , 4306",MANUEL MACHADO NUNES/ R ENGENHEIRO COSTA OURIQUE,R MANUEL MACHADO NUNES/ R ENGENHEIRO COSTA OURIQUE,-46.515672,-23.50524002,Cangaíba
580007075,"AV. JACU-PÊSSEGO/NOVA TRABALHADORES , 3778",ua Emburi,Rua Emburi,-46.443964,-23.59121702,Parque do Carmo
9112474,"AV. MORVAN DIAS DE FIGUEIREDO , 0",,,-46.565077,-23.52297402,Vila Maria
290001325,"AV. MIGUEL CONEJO , 356",PC FLAVIO RANGEL,PC FLAVIO RANGEL,-46.693677,-23.50279902,Freguesia do Ó
960010845,"R. JOÃO GERALDO DOS SANTOS , 285",BENVENUTO CELLINI/ R FORD BROWN,R BENVENUTO CELLINI/ R FORD BROWN,-46.744027,-23.59323402,Vila Sônia
3014805,"R. GIUSEPPE TARTINI , 642",UA MTO.  MIGUEL ARQUERONS,RUA MTO.  MIGUEL ARQUERONS,-46.702837,-23.75263402,Grajaú
7113164,"R. EZEQUIEL FREIRE , 77",UA ALFERES MAGALHÃES,RUA ALFERES MAGALHÃES,-46.623718,-23.50560602,Santana
360008291,"R. AUGUSTO CARLOS BAUMAN , 623",ALVARO DE MENDONCA/ R ENGENHEIRO VILLARES DA SILVA,R ALVARO DE MENDONCA/ R ENGENHEIRO VILLARES DA SILVA,-46.448639,-23.53295002,Itaquera
520008862,"R. BENEDITO SCHUNCK , 0",EST DO SUMARE/ EST ENGENHEIRO MARCILAC,EST DO SUMARE/ EST ENGENHEIRO MARCILAC,-46.748432,-23.87990202,Marsilac
770012134,"AV. SAPOPEMBA , 25727",CARMEM TORTOLA/ R MANUEL CHAVES -- EMEF Alceu Amoroso Lima,R CARMEM TORTOLA/ R MANUEL CHAVES -- EMEF Alceu Amoroso Lima,-46.457995,-23.62062502,São Rafael
40012591,"AV. JOÃO XXIII , 1670",AV CARNEIRO RIBEIRO/ AV ALBERTO CAMUS,AV CARNEIRO RIBEIRO/ AV ALBERTO CAMUS,-46.52742,-23.56776802,Aricanduva
400010402,"R. CATALUNHA , 586",LORENZO GHIBERTI/ PC PEDROSO BAIAO,R LORENZO GHIBERTI/ PC PEDROSO BAIAO,-46.746518,-23.54122502,Jaguaré
80014480,"AV. CELSO GARCIA , 1848",CARUAPANA/ R PASSOS - INSTITUTO NOSSA SRA. AUXILIADORA,R CARUAPANA/ R PASSOS - INSTITUTO NOSSA SRA. AUXILIADORA,-46.594196,-23.53726802,Belém
500001245,"AV. DEP. EMÍLIO CARLOS , 2360",HENRIQUE ALMEIDA/ R MANOEL DUARTE,R HENRIQUE ALMEIDA/ R MANOEL DUARTE,-46.67543,-23.48686202,Limão
