nome,tipo,esfera,endereco,bairro,cep,telefone,longitude,latitude,distrito
AMA/UBS VILA MEDEIROS,Unidade Básica de Saúde,Municipal,"R. EURICO SODRE, 353",VILA MEDEIROS,02215-010,3478-6365,-46.585349,-23.49249602,Vila Medeiros
AMA/UBS VILA MISSIONÁRIA,Unidade Básica de Saúde,Municipal,"R. RAINHA DAS MISSOES, 515",VILA MISSIONARIA,04430-010,5611-3439,-46.64963,-23.68898101,Cidade Ademar
AMA/UBS VILA NOVA JAGUARÉ,Unidade Básica de Saúde,Municipal,"R. SALATIEL DE CAMPOS, 222",JAGUARÉ,05333-010,3768-1527 / 3714-2461,-46.744508,-23.54320402,Jaguaré
AMA/UBS VILA ORATÓRIO - DR. TITO PEDRO MASCELANI,Unidade Básica de Saúde,Municipal,"R. JOÃO FIALHO DE CARVALHO, 35",VL DIVA,03345-010,2301-2979,-46.55899,-23.57409502,Água Rasa
AMA/UBS VILA PEREIRA BARRETO,Unidade Básica de Saúde,Municipal,"R. DOM MANOEL D ELBOUX, 76",JARDIM SÃO JOSE,02932-110,3977-8098 / 3975-9019,-46.713389,-23.48778902,Pirituba
AMA/UBS VILA PIAUÍ,Unidade Básica de Saúde,Municipal,"PRAÇA CAMILO CASTELO BRANCO, 10",VL PIAUÍ,05109-270,3621-9840,-46.761177,-23.50239202,Jaguara
AMA/UBS VILA PREL - ANTONIO BERNARDES DE OLIVEIRA,Unidade Básica de Saúde,Municipal,"R. TEREZA MAIA PINTO, 11",VILA PREL,05780-390,5816-5563 / 5817-8002,-46.754124,-23.64833702,Jardim São Luís
AMA/UBS VILA SILVIA,Unidade Básica de Saúde,Municipal,"R. BELEM SANTOS, 222",VILA SILVIA,03821-170,2545-8181 / 2545-6838,-46.50436,-23.49148601,Cangaíba
AMA/UBS VILA SONIA,Unidade Básica de Saúde,Municipal,"R. ABRAÃO CALIL REZEK, 91",VL SONIA,05625-050,3742-9844 / 3744-2982,-46.734804,-23.59763801,Vila Sônia
AMA/UBS WAMBERTO DIAS DA COSTA,Unidade Básica de Saúde,Municipal,"R. PAULO CESAR, 60",JARDIM TREMEMBE,02311-240,2203-9305 / 2952-0679,-46.603249,-23.46886602,Tucuruvi
CS ESCOLA BARRA FUNDA - ALEXANDRE VRANJAC,SEM TIPO,Privado,"AV. DR ABRAAO RIBEIRO, 283",BARRA FUNDA,01133-020,3466-2502 / 3466-2547,-46.65879045,-23.52153166,Barra Funda
CS ESCOLA GERALDO DE PAULA SOUZA,SEM TIPO,Estadual,"AV. DR ARNALDO, 925",PACAEMBU,01255-000,3085-1134,-46.673569,-23.55332501,Jardim Paulista
CS ESCOLA SAMUEL BARNSLEY PESSOA,SEM TIPO,Estadual,"AV. VITAL BRASIL, 1490",BUTANTA,05503-000,3061-8583,-46.716809,-23.56833902,Butantã
OSEC,SEM TIPO,Privado,"R. CASSIO DE CAMPOS NOGUEIRA, 365",JARDIM DAS IMBUIAS,04829-310,2141-8838,-46.71341686,-23.72993802,Cidade Dutra
UBS ÁGUA FUNDA,Unidade Básica de Saúde,Municipal,"R. ROSA DE MORAES, 91",VL ÁGUA FUNDA,04155-000,5073-6253,-46.626056,-23.63036302,Cursino
UBS ALCINA PIMENTEL PIZA,Unidade Básica de Saúde,Municipal,"ESTRADA DE ITAQUAQUECETUBA, 8855",ILHA DO BORORÉ,04846-010,5974-2289 / 5974-9764,-46.649174,-23.76877501,Grajaú
UBS ALMIRANTE DELLAMARE,Unidade Básica de Saúde,Municipal,"R. ALM. MARIATH, 62",VL HELIÓPOLIS,04218-040,2062-8018,-46.596046,-23.60378402,Ipiranga
UBS ALPES DO JARAGUÁ,Unidade Básica de Saúde,Municipal,"ALAMEDA DAS LIMEIRAS, 46",ALPES DO JARAGUA,05187-634,3941-1169,-46.753735,-23.44688402,Jaraguá
UBS ALTO DA RIVIERA,Unidade Básica de Saúde,Municipal,"AV. PROF. MÁRIO MAZAGAO, 194",ALTO DA RIVIERA,04929-080,5898-5757,-46.767323,-23.69953102,Jardim Ângela
UBS ALTO DE PINHEIROS - DR SUEL ABUJAMRA,Unidade Básica de Saúde,Municipal,"AV. QUEIROZ FILHO, 313",ALTO DE PINHEIROS,05319-000,3022-7074,-46.721961,-23.53759601,Alto de Pinheiros
UBS ALTO DO UMUARAMA,Unidade Básica de Saúde,Municipal,"R. ODEMIS, 468",JD UMUARAMA,05783-180,5512-6614,-46.772443,-23.64615202,Campo Limpo
UBS ANCHIETA,Unidade Básica de Saúde,Municipal,"R. ALZIRO PINHEIRO MAGALHAES, 638",PQ SÃO RAFAEL,04855-000,5928-1837,-46.68407716,-23.76158483,Grajaú
UBS ANTONIO ESTEVÃO DE CARVALHO,Unidade Básica de Saúde,Municipal,"R. JAPANI, 7",CIDADE AE CARVALHO,08220-130,2280-2373,-46.476252,-23.53920601,Artur Alvim
UBS ARRASTÃO - DR. FRANCISCO SCALAMANDRE SOBRINHO,Unidade Básica de Saúde,Municipal,"R. DR JOVIANO PACHECO AGUIRRE, 255",CAMPO LIMPO,05788-290,5841-2654,-46.776016,-23.63414602,Campo Limpo
UBS ATUALPA GIRÃO RABELO,Unidade Básica de Saúde,Municipal,"R. AMBARÉ, 150",JARDIM CAMARGO NOVO,08140-004,2963-2634,-46.396219,-23.50683401,Itaim Paulista
UBS AUTÓDROMO - DR FAUZER SIMÃO ABRÃO,Unidade Básica de Saúde,Municipal,"R. OSWALDO DINIZ, 51",JARDIM SATELITE,04815-330,5925-4362 / 5666-1430,-46.69213,-23.70069602,Cidade Dutra
UBS BARRAGEM,Unidade Básica de Saúde,Municipal,"R. DOIS, 3",BARRAGEM,04877-110,5977-3212,-46.650946,-23.87755002,Parelheiros
UBS BARRO BRANCO,Unidade Básica de Saúde,Municipal,"R. EDUARDO REUTER, 678",COHAB BARRO BRANCO I,08473-533,2558-6944,-46.393162,-23.58378601,Cidade Tiradentes
UBS BELENZINHO - MARCUS WOLOSKER,Unidade Básica de Saúde,Municipal,"AV. CELSO GARCIA, 1749",BELENZINHO,03015-000,2292-5687,-46.59554,-23.53725101,Belém
UBS BOM RETIRO - DR. OCTAVIO AUGUSTO RODOVALHO,Unidade Básica de Saúde,Municipal,"R. TENENTE PENA, 8",BOM RETIRO,01127-020,3222-0619 / 4210-5426,-46.641598,-23.52601602,Bom Retiro
UBS BORACEA,Unidade Básica de Saúde,Municipal,"R. BORACEA, 270",BARRA FUNDA,01135-010,4210-5427,-46.651443,-23.52514701,Santa Cecília
UBS BRAS - DR. MANOEL SALDIVA NETO,Unidade Básica de Saúde,Municipal,"R. JOAQUIM NABUCO, 165",BRÁS,03050-020,2692-0788,-46.614772,-23.54359402,Brás
UBS BRASILÂNDIA,Unidade Básica de Saúde,Municipal,"R. PARAPUÃ, 1646",BRASILÂNDIA,02831-001,3921-8713,-46.691981,-23.47078701,Brasilândia
UBS BRASÍLIA - M BOI,Unidade Básica de Saúde,Municipal,"R. MAPORÉ, 352",JD SÃO LUIZ,05846-390,5511-8717,-46.745095,-23.65389302,Jardim São Luís
UBS BURGO PAULISTA,Unidade Básica de Saúde,Municipal,"R. JOSÉ SILVA ALCANTARA FILHO, 1031",BURGO PAULISTA,03680-000,2046-8809,-46.490492,-23.52328902,Ponte Rasa
UBS BUTANTÃ,Unidade Básica de Saúde,Municipal,"R. CABRAL DE MENEZES, 51",VL GOMES,05590-050,3726-1838,-46.733989,-23.57700401,Butantã
UBS CAJU,Unidade Básica de Saúde,Municipal,"R. FLORESTO BANDECCHI, 1000",JAGUARE,05336-010,3078-7504,-46.753424,-23.54479001,Jaguaré
UBS CAMBUCI,Unidade Básica de Saúde,Municipal,"AV. LACERDA FRANCO, 791",CAMBUCI,01536-000,4210-5428,-46.623117,-23.56975601,Cambuci
UBS CAMPO GRANDE,Unidade Básica de Saúde,Municipal,"R. MONLEVADE, 195",VILA ROMANO,04679-345,5631-3181 / 5634-1643,-46.685167,-23.67428302,Campo Grande
UBS CAMPO LIMPO,Unidade Básica de Saúde,Municipal,"R. JORGE OZZI, 211",JARDIM CATANDUVA,05767-450,5841-1871,-46.763805,-23.63695501,Campo Limpo
UBS CANTINHO DO CÉU,Unidade Básica de Saúde,Municipal,"R. DOS ACORDES, 200",CANTINHO DO CEU,04849-558,5972-4001,-46.661664,-23.74330202,Grajaú
UBS CARANDIRU,Unidade Básica de Saúde,Municipal,"R. JOSE PEREIRA JORGE, 305",CARANDIRU,02067-020,3475-8800,-46.610739,-23.50440801,Vila Guilherme
UBS CARLOS GENTILE DE MELO,Unidade Básica de Saúde,Municipal,"R. DOS TÊXTEIS, 3765",CIDADE TIRADENTES,08490-600,2282-2522 / 2964-8081,-46.396489,-23.58865701,Cidade Tiradentes
UBS CASA VERDE,Unidade Básica de Saúde,Municipal,"R. VICHY, 468",CASA VERDE,02522-100,3966-0247,-46.660066,-23.50447301,Casa Verde
UBS CASA VERDE ALTA,Unidade Básica de Saúde,Municipal,"R. LAVINIO SALES ARCURI, 120",CASA VERDE ALTA,02564-000,3858-8592,-46.664617,-23.48923902,Casa Verde
UBS CASTRO ALVES,Unidade Básica de Saúde,Municipal,"R. CADERNO DE VIAGEM, 55",CASTRO ALVES,08474-170,2282-0913 / 2282-0320,-46.404444,-23.58050201,Cidade Tiradentes
UBS CAXINGUI - NANCI ABRANCHES,Unidade Básica de Saúde,Municipal,"R. LADISLAU ROMAN, 410",CAXINGUI,05515-030,3721-6406,-46.714944,-23.57910501,Butantã
UBS CDHU PALANQUE,Unidade Básica de Saúde,Municipal,"R. PONTE DA AMIZADE (ALT. AV. RAGUEB CHOHFI, 7208), 2",JARDIM PALANQUE,08375-000,2736-2573,-46.419265,-23.59466401,Iguatemi
UBS CHÁCARA DO CONDE,Unidade Básica de Saúde,Municipal,"R. CONSTELAÇÃO DO ESQUADRO, 5",JD CAMPINAS,04858-010,5526-7823,-46.705176,-23.77085002,Grajaú
UBS CHACARA DO SOL,Unidade Básica de Saúde,Municipal,"R. JOÃO CARLOS DE OLIVEIRA, 3",CHACARA DO SOL,04855-515,5931-4151,-46.674141,-23.77991301,Grajaú
UBS CHÁCARA INGLESA,Unidade Básica de Saúde,Municipal,"R. VALDIR PADOVAN, 95",CHACARA INGLESA,05142-120,3834-5985,-46.725229,-23.49376201,Pirituba
UBS CHÁCARA SANTA MARIA,Unidade Básica de Saúde,Municipal,"R. CICLADES, 250",CHÁCARA SANTA MARIA,05876-040,5180-6060 / 5833-5262,-46.791137,-23.70052201,Jardim Ângela
UBS CHÁCARA SANTANA,Unidade Básica de Saúde,Municipal,"R. BALTAZAR DE SA, 383",CHÁCARA SANTANA,05831-030,5514-6448 / 5891-2843,-46.747032,-23.67173502,Jardim São Luís
UBS CHACARA SANTO AMARO,Unidade Básica de Saúde,Municipal,"R. LUIZ CARLOS DE ALMEIDA, 51",CHACARA SANTO AMARO,04875-120,5974-2486 / 5974-9922,-46.673331,-23.82152101,Grajaú
UBS CHÁCARA SANTO ANTONIO - DR. MARCILIO DE ARRUDA PENTEADO FILHO,Unidade Básica de Saúde,Municipal,"R. ALEXANDRE DUMAS, 719",CHÁCARA SANTO ANTONIO,04717-000,5181-7894,-46.699055,-23.63534702,Santo Amaro
UBS CHORA MENINO,Unidade Básica de Saúde,Municipal,"R. COPACABANA, 185",SANTA TEREZINHA,02461-000,2281-8786,-46.63771,-23.49449301,Santana
UBS CIDADE IPAVA,Unidade Básica de Saúde,Municipal,"AV. TAQUANDAVA, 31",CIDADE IPAVA,04950-000,5898-5300 / 5899-7497,-46.764792,-23.72034302,Jardim Ângela
UBS CIDADE JULIA,Unidade Básica de Saúde,Municipal,"R. PASCOAL GRIECO, 366",CIDADE JULIA,04421-150,5623-6669,-46.64045,-23.69108402,Cidade Ademar
UBS CIDADE KEMEL,Unidade Básica de Saúde,Municipal,"AV. KEMEL ADDAS, 1031",CIDADE KEMEL,08131-220,2963-2346,-46.366966,-23.50419301,Itaim Paulista
UBS CIDADE LIDER,Unidade Básica de Saúde,Municipal,"AV. DR FRANCISCO MUNHOZ FILHO, 379",CIDADE LIDER,08280-000,2741-1563,-46.465023,-23.55418001,Cidade Líder
UBS CIDADE NOVA SÃO MIGUEL,Unidade Básica de Saúde,Municipal,"R. MOHAMED IBRAHIN SALEH, 828",CIDADE NOVA SAO MIGU,08042-130,2051-3560,-46.431919,-23.50363902,São Miguel
UBS CIDADE PATRIARCA - DR HERMENEGILDO MORBIN JUNIOR,Unidade Básica de Saúde,Municipal,"R. DR FREDERICO BROTERO, 22",CIDADE PATRIARCA,03552-080,2958-1488,-46.503497,-23.53617401,Vila Matilde
UBS CIDADE PEDRO JOSE NUNES,Unidade Básica de Saúde,Municipal,"R. JOSE BARGAS, 143",JD PEDRO JOSE NUNES,08061-020,2297-5453,-46.462421,-23.50099002,Vila Jacuí
UBS CIDADE SATELITE - SANTA BARBARA,Unidade Básica de Saúde,Municipal,"R. SOL, 45",CIDADE SATÉLITE STA. BARBARA,08330-360,2919-5857,-46.463679,-23.61174202,São Mateus
UBS CIDADE TIRADENTES - LUIS MARANHÃO,Unidade Básica de Saúde,Municipal,"R. DOS TÊXTEIS, 512",CIDADE TIRADENTES,08490-600,2282-0250,-46.406914,-23.58691902,Cidade Tiradentes
UBS CITY JARAGUA,Unidade Básica de Saúde,Municipal,"ESTRADA DE TAIPAS (ESQ. RUA PAULO ARENTINO), 1648",JARAGUÁ,02991-000,3947-2690,-46.734152,-23.44177102,Jaraguá
UBS COLONIA,Unidade Básica de Saúde,Municipal,"R. NOSSA SENHORA APARECIDA, 342",COLONIA PAULISTA,04892-230,5977-3269,-46.695318,-23.85037802,Parelheiros
UBS CONJUNTO AE CARVALHO,Unidade Básica de Saúde,Municipal,"R. CORRE CORRE, 30",ITAQUERA,08225-550,4780-5111,-46.459708,-23.52615902,Itaquera
UBS CONJUNTO DO IPESP,Unidade Básica de Saúde,Municipal,"AV. PROFª. VIRGILIA RODRIGUES A. C. PINTO, 555",JARDIM LEONOR MENDES DE BARROS,02346-000,2203-0111,-46.605088,-23.46501301,Tucuruvi
UBS COSTA MELO,Unidade Básica de Saúde,Municipal,"R. LUIS ASSON, 165",VL MONTEVIDEO,03624-010,2958-2981,-46.514019,-23.51263502,Ponte Rasa
UBS CRUZ DAS ALMAS,Unidade Básica de Saúde,Municipal,"R. PADRE FELICIANO DOMINGOS, 90",FREGUESIA DO Ó,02965-140,3975-3531 / 3992-2975,-46.703152,-23.48367902,Freguesia do Ó
UBS CUPECÊ - DR. WALDOMIRO PREGNOLATTO,Unidade Básica de Saúde,Municipal,"AV. SANTA CATARINA, 1523",VL SANTA CATARINA,04378-300,5564-3079,-46.662108,-23.64811102,Jabaquara
UBS DOM ANGELICO,Unidade Básica de Saúde,Municipal,"ESTRADA MANOEL OLIVEIRA RAMOS, 1",CIDADE TIRADENTES,08473-000,2555-3894,-46.383071,-23.58044502,Cidade Tiradentes
UBS DOM JOÃO NERY,Unidade Básica de Saúde,Municipal,"ESTRADA DOM JOAO NERY, 3462",JD NAZARE,08151-000,2566-3624,-46.399815,-23.52279501,Vila Curuçá
UBS DOMINGOS MANTELLI,Unidade Básica de Saúde,Municipal,"R. POVOADO DO RIO NOVO, 1778",PIRITUBA,02956-020,3974-3829,-46.721269,-23.47031001,Pirituba
UBS DONA ADELAIDE LOPES,Unidade Básica de Saúde,Municipal,"AV. CLAVÁSIO ALVES DA SILVA, 683",VILA SIQUEIRA,02722-030,3936-8370,-46.677682,-23.49822802,Limão
UBS DONA MARIQUINHA SCIASCIA,Unidade Básica de Saúde,Municipal,"R. DR JOSÉ VICENTE, 39",TREMEMBÉ,02370-080,2203-0063,-46.622647,-23.46098402,Tremembé
UBS DR ANTONIO PIRES FERREIRA VILLALOBO,Unidade Básica de Saúde,Municipal,"R. COELHO DE CASTRO, 95",VILA NHOCUNE,03560-030,2749-3521,-46.500242,-23.54727002,Artur Alvim
UBS DR. AUGUSTO LEOPOLDO AYROSA GALVÃO,Unidade Básica de Saúde,Municipal,"R. JOAQUINA MARIA DOS SANTOS, 198",VL RICA,02860-110,3983-0900,-46.673908,-23.47033102,Brasilândia
UBS DR. EDUARDO ROMANO RESCHILIAN,Unidade Básica de Saúde,Municipal,"R. DR LAFAIETE DE SOUZA CAMARGO, 40",JARDIM CLIMAX,04177-380,2335-5319,-46.606148,-23.63862901,Sacomã
UBS DR. JOSÉ DE BARROS MAGALDI,Unidade Básica de Saúde,Municipal,"R. SALVADOR CARDOSO, 177",ITAIM BIBI,04533-050,3168-6571,-46.685298,-23.58742502,Itaim Bibi
UBS DR. JOSÉ TOLEDO PIZA,Unidade Básica de Saúde,Municipal,"AV. ANTONIO CÉSAR NETO, 387",JAÇANÃ,02276-000,2241-7317,-46.583222,-23.46103502,Jaçanã
UBS DR. MANOEL JOAQUIM PÊRA,Unidade Básica de Saúde,Municipal,"R. PURPURINA, 280",VILA MADALENA,05435-030,3032-9891,-46.691135,-23.55371601,Pinheiros
UBS DR. OSWALDO MARASCA JUNIOR,Unidade Básica de Saúde,Municipal,"AV. DOM PEDRO I, 594",IPIRANGA,01552-000,2272-8619,-46.611415,-23.57053201,Ipiranga
UBS DR. SÉRGIO CHADDAD,Unidade Básica de Saúde,Municipal,"AV. CARLOS OBERHUBER, 659",VILA SÃO JOSE,04836-130,5928-9529,-46.711162,-23.74316402,Cidade Dutra
UBS DR. WALTER ELIAS - CASA VERDE BAIXA,Unidade Básica de Saúde,Municipal,"R. MOURÃO VIEIRA, 11",CASA VERDE,02518-020,3858-8626,-46.663986,-23.50942801,Casa Verde
UBS DRA. ILZA WELTMAN HUTZLER,Unidade Básica de Saúde,Municipal,"R. CORONEL WALFRIDO DE CARVALHO, 14",VILA ROQUE,02472-190,3981-3127,-46.659038,-23.47666701,Cachoeirinha
UBS ELISA MARIA II - DR CAMILO CRISTOFARO MARTINS,Unidade Básica de Saúde,Municipal,"AV. GENERAL PENHA BRASIL, 2651",JARDIM DOS FRANCOS,02673-000,3983-4298,-46.67615476,-23.45183693,Brasilândia
UBS SANTA MADALENA,Unidade Básica de Saúde,Municipal,"R. PALMEIRA BACABA, 36",JARDIM ELBA,03980-050,2702-5919,-46.510667,-23.61536601,Sapopemba
UBS ENCOSTA NORTE - LUIZ JOSE SANTOS,Unidade Básica de Saúde,Municipal,"R. RENATA AGONDI, 238",ITAIM PAULISTA,08131-320,4780-5113 / 4780-2937,-46.380366,-23.50248602,Itaim Paulista
UBS ENGENHEIRO GOULART - DR. JOSÉ PIRES,Unidade Básica de Saúde,Municipal,"R. AUGUSTO CORREIA LEITE, 538",ENG. GOULART,03726-100,2621-7402,-46.5172,-23.50031502,Cangaíba
UBS ENGENHEIRO TRINDADE,Unidade Básica de Saúde,Municipal,"AV. GABRIELA MISTRAL, 1168",ENG. TRINDADE,03701-000,2641-6973,-46.550718,-23.51103802,Penha
UBS ERMELINO MATARAZZO,Unidade Básica de Saúde,Municipal,"R. ANTONIO DE FREITAS TOLEDO, 185",ERMELINO MATARAZZO,03809-060,2544-0051 / 2545-8235,-46.476551,-23.48897601,Ermelino Matarazzo
UBS FAZENDA DA JUTA I,Unidade Básica de Saúde,Municipal,"TRAVESSA LEV LANDAU, 135",FAZENDA DA JUTA,03977-740,2015-9509,-46.493077,-23.62358702,Sapopemba
UBS FAZENDA DA JUTA II,Unidade Básica de Saúde,Municipal,"R. AUGUSTIN LUBERTI, 1102",FAZENDA DA JUTA,03977-409,2015-3439,-46.487678,-23.62253602,Sapopemba
UBS FERROVIÁRIOS,Unidade Básica de Saúde,Municipal,"R. GONÇALVES NINA, 58",CIDADE TIRADENTES,08470-610,2558-6888,-46.391658,-23.59794402,Cidade Tiradentes
UBS GAIVOTAS,Unidade Básica de Saúde,Municipal,"PASSAGEM D, S/N",JARDIM GAIVOTAS,04849-345,5932-6799,-46.666909,-23.73214502,Grajaú
UBS GLEBA DO PÊSSEGO - VICENTE FIUZA DA COSTA,Unidade Básica de Saúde,Municipal,"R. CONFISSÃO, 786",GLEBA DO PESSEGO,08265-230,2521-8924,-46.448888,-23.58411002,Parque do Carmo
UBS GRÁFICOS,Unidade Básica de Saúde,Municipal,"R. FRANCISCO JOSE VIANA, 708",CIDADE TIRADENTES,08471-530,2285-5685 / 4780-5065,-46.398901,-23.60890802,Cidade Tiradentes
UBS GUAIANASES II,Unidade Básica de Saúde,Municipal,"R. COMANDANTE CARLOS RUHL, 189",GUAIANASES,08410-120,2554-4064 / 4780-5095,-46.41555,-23.54566602,Guaianases
UBS GUAIANAZES,Unidade Básica de Saúde,Municipal,"R. PROFESSOR COSME DEODATO TADEU, 90",GUAIANASES,08450-380,2557-8177,-46.409432,-23.54353802,Lajeado
UBS GUARANI VARGAS - ARNALDO FARIA DE SÁ,Unidade Básica de Saúde,Municipal,"AV. DIEDERICHSEN, 1338",CIDADE VARGAS,04310-000,3469-8899,-46.636674,-23.63374201,Jabaquara
UBS HELIOPOLIS,Unidade Básica de Saúde,Municipal,"AV. ALMIRANTE DELAMARE, 3033",CIDADE NOVA HELIOPOLIS,04230-040,2063-0855,-46.582401,-23.61094202,Ipiranga
UBS HORIZONTE AZUL,Unidade Básica de Saúde,Municipal,"R. ALBERGATI CAPACELLI, 2200",HORIZONTE AZUL,04963-000,5517-1941,-46.779172,-23.74636902,Jardim Ângela
UBS HORTO FLORESTAL,Unidade Básica de Saúde,Municipal,"R. LUIS CARLOS GENTILE DE LAET X R. DO HORTO, 603",HORTO FLORESTAL,02378-000,2994-5688,-46.629735,-23.46181701,Mandaqui
UBS HUMAITÁ - DR. JOÃO DE AZEVEDO LAGE,Unidade Básica de Saúde,Municipal,"R. HUMAITÁ, 520",BELA VISTA,01321-010,4210-5615 / 3101-3503,-46.641943,-23.55722302,Bela Vista
UBS IAÇAPE - JARDIM PLANALTO,Unidade Básica de Saúde,Municipal,"R. IAÇAPÉ, 302",PARQUE SANTA MADALENA,03983-090,2703-1198,-46.509843,-23.61048901,Sapopemba
UBS IGUAÇU - MARIA JOSE MARIANO DA SILVA,Unidade Básica de Saúde,Municipal,"AV. DO ORATÓRIO, 6557",VL INDUSTRIAL,03221-300,2701-7213,-46.522875,-23.61297101,Sapopemba
UBS INACIO MONTEIRO,Unidade Básica de Saúde,Municipal,"R. INÁCIO MONTEIRO, 3002",CIDADE TIRADENTES,08490-000,2555-6455 / 4780-5066,-46.391778,-23.57650201,Cidade Tiradentes
UBS INDIANÓPOLIS - SIGMUND FREUD,Unidade Básica de Saúde,Municipal,"AV. DOS CARINÁS, 525",MOEMA,04086-011,5054-2705,-46.6654,-23.61421201,Moema
UBS INTERATIVA,Unidade Básica de Saúde,Municipal,"R. INTERATIVA, 105",VILA BRASILÂNDIA,02820-020,3973-7510,-46.709725,-23.44660401,Jaraguá
UBS ITAIM PAULISTA - DR. JÚLIO DE GOUVEIA,Unidade Básica de Saúde,Municipal,"PRAÇA MAJOR JOSE LEVY SOBRINHO, 139",ITAIM PAULISTA,08110-460,2561-9443,-46.400608,-23.49455701,Itaim Paulista
UBS ITAQUERA,Unidade Básica de Saúde,Municipal,"R. AMÉRICO SALVADOR NOVELLI, 265",ITAQUERA,08210-090,2286-0015,-46.455397,-23.53945602,Itaquera
UBS JAÇANÃ - DR. SEBASTIÃO GABRIEL SAYAGO DE LAET,Unidade Básica de Saúde,Municipal,"R. SÃO GERALDINO, 222",VILA CONSTÂNÇA,02258-220,2240-0065,-46.583072,-23.47582501,Jaçanã
UBS JARAGUÁ,Unidade Básica de Saúde,Municipal,"R. DOMINGUES VIDIGAL, 97",VILA CURUÇÁ,08160-350,2963-9276,-46.410341,-23.50475602,Vila Curuçá
UBS JARDIM AEROPORTO - DR. MASSAKI UDIHARA,Unidade Básica de Saúde,Municipal,"R. VIAZA, 45",JARDIM AEROPORTO,04633-050,5542-9672,-46.67007416,-23.63132657,Campo Belo
UBS JARDIM ANTARTICA,Unidade Básica de Saúde,Municipal,"R. SOLAR, 400",JARDIM PERI,02652-160,,-46.65709325,-23.45458439,Cachoeirinha
UBS JARDIM APUANÃ - JOÃO KOCH,Unidade Básica de Saúde,Municipal,"R. HUM (REF.:R.FILHOS DA TERRA), 19",JARDIM APUANA,02325-530,2240-5277,-46.585677,-23.45261702,Tremembé
UBS JARDIM APURÁ,Unidade Básica de Saúde,Municipal,"R. DR DARI BARCELOS, 37",JARDIM APURA,04470-170,5673-0001,-46.653086,-23.71072702,Pedreira
UBS JARDIM ARACATI,Unidade Básica de Saúde,Municipal,"R. FANCISCO HOMEM DEL REI, 87",JD ARACATI,04949-070,5898-5700,-46.768048,-23.71977902,Jardim Ângela
UBS JARDIM AURORA,Unidade Básica de Saúde,Municipal,"AV. CLAUDIO DA COSTA, 54",GUAIANASES,08431-160,2035-1671,-46.417627,-23.53643301,Lajeado
UBS JARDIM BANDEIRANTES,Unidade Básica de Saúde,Municipal,"R. PACHECO ARANHA, 4",GUAIANASES,08451-410,2557-5273 / 4780-5027,-46.392748,-23.54244201,Lajeado
UBS JARDIM BOA VISTA,Unidade Básica de Saúde,Municipal,"R. CANDIDO FONTOURA, 620",JD BOA VISTA,05583-070,3782-8380,-46.791236,-23.58411601,Raposo Tavares
UBS JARDIM CAIÇARA,Unidade Básica de Saúde,Municipal,"R. SERAFIM ALVARES, 46",JD CAIÇARA,05871-370,5512-5100,-46.775536,-23.68343001,Jardim Ângela
UBS JARDIM CAMARGO NOVO,Unidade Básica de Saúde,Municipal,"R. BOIGUAÇU, 51",JARDIM CAMARGO NOVO,08121-270,2562-1193,-46.385765,-23.50299101,Itaim Paulista
UBS JARDIM CAMPINAS,Unidade Básica de Saúde,Municipal,"R. DAS PLEIADES, 35",JD MARIA AMALIA,04858-550,5527-3589,-46.712544,-23.77160602,Parelheiros
UBS JARDIM CAMPOS,Unidade Básica de Saúde,Municipal,"R. CRESCENTE, 97",ITAIM PAULISTA,08160-080,3808-2655,-46.408978,-23.51234702,Vila Curuçá
UBS JARDIM CARRÃOZINHO,Unidade Básica de Saúde,Municipal,"R. MARCOS GONCALVES CORREIA, 25",JD VILA CARRÃO,08340-320,2754-0622,-46.456856,-23.61689702,São Rafael
UBS JARDIM CELESTE,Unidade Básica de Saúde,Municipal,"R. JOÃO FERNANDES CAMISA NOVA JR., 865",JD CELESTE,05844-000,5812-3738,-46.741376,-23.65672602,Jardim São Luís
UBS JARDIM CIDADE PIRITUBA,Unidade Básica de Saúde,Municipal,"R. COMENDADOR FEIZ ZARZUR, 640",JARDIM CIDADE PIRITUBA,02942-000,3974-8210,-46.72098,-23.47762602,Pirituba
UBS JARDIM CLIPER - ROCILDA SOARES ALVES SILVA,Unidade Básica de Saúde,Municipal,"R. DR CARLOS PEZZOLO, S/N",PARQUE ESMERALDA,04828-070,5925-4259,-46.70575,-23.72351802,Cidade Dutra
UBS JARDIM COIMBRA,Unidade Básica de Saúde,Municipal,"ESTRADA DO M BOI MIRIM, 3301",JD COIMBRA,04905-023,5898-5454,-46.762626,-23.67867502,Jardim Ângela
UBS JARDIM COLOMBO,Unidade Básica de Saúde,Municipal,"R. FREI BONIFACIO DUX, 40",JARDIM COLOMBO,05629-000,4673-9852 / 4673-9856,-46.727934,-23.60179702,Vila Sônia
UBS JARDIM COLONIAL,Unidade Básica de Saúde,Municipal,"AV. JOSÉ RODRIGUES SANTARÉM, 464",JD COLONIAL,03968-010,2919-0554,-46.472024,-23.60190502,São Mateus
UBS JARDIM COLORADO - DR. JOSÉ PIRES,Unidade Básica de Saúde,Municipal,"R. DR JOSÉ DE ARAÚJO VIEIRA, 61",JARDIM RODOLFO PIRANI,08310-240,2751-6474,-46.46371,-23.62649101,São Rafael
