nome,categoria,tipo,esfera,endereco,bairro,cep,telefone,longitude,latitude,distrito
CEU PERUS,CLUBE DA COMUNIDADE,Clube da Comunidade dos CEUs,Público - Municipal,"BERNARDO JOSE DE LORENA, S/N",,05203-200,,-46.7519639,-23.40624369,Perus
CEU INACIO MONTEIRO,CLUBE DA COMUNIDADE,Clube da Comunidade dos CEUs,Público - Municipal,"BARAO BARROSO DO AMAZONAS, 115",,08472-721,,-46.41128293,-23.5692607,Cidade Tiradentes
CEU PARQUE SAO CARLOS,CLUBE DA COMUNIDADE,Clube da Comunidade dos CEUs,Público - Municipal,"CLAREAR, 643",,08062-590,,-46.47380768,-23.51251798,Vila Jacuí
CEU LAJEADO,CLUBE DA COMUNIDADE,Clube da Comunidade dos CEUs,Público - Municipal,"MANUEL DA MOTA COUTINHO, 293",,08451-420,,-46.39979692,-23.54339467,Lajeado
CEU PARQUE BRISTOL,CLUBE DA COMUNIDADE,Clube da Comunidade dos CEUs,Público - Municipal,"PROFESSOR ARTUR PRIMAVESI, S/N",,04177-070,,-46.60867715,-23.64363661,Sacomã
CEU JAGUARE - HENRIQUE GAMBA PROF,CLUBE DA COMUNIDADE,Clube da Comunidade dos CEUs,Público - Municipal,"KENKITI SIMOMOTO, 80",,05347-010,,-46.74249144,-23.55020112,Jaguaré
CEU CIDADE DUTRA - ADIB SALOMAO DR,CLUBE DA COMUNIDADE,Clube da Comunidade dos CEUs,Público - Municipal,"INTERLAGOS, 7350",,04777-000,,-46.70455502,-23.71088168,Cidade Dutra
CEU CANTOS DO AMANHECER,CLUBE DA COMUNIDADE,Clube da Comunidade dos CEUs,Público - Municipal,"CANTOS DO AMANHECER, S/N",,05856-020,,-46.78536287,-23.64965886,Campo Limpo
CEU AGUA AZUL - PAULO RENATO COSTA SOUZA PROF,CLUBE DA COMUNIDADE,Clube da Comunidade dos CEUs,Público - Municipal,"DOS METALURGICOS, 1262",,08471-000,,-46.40647777,-23.59394511,Cidade Tiradentes
CEU CASA BLANCA - SOLON BORGES DOS REIS PROF,CLUBE DA COMUNIDADE,Clube da Comunidade dos CEUs,Público - Municipal,"JOAO DAMASCENO, 85",,05841-160,,-46.74431756,-23.64628464,Jardim São Luís
CEU FORMOSA - EDEN SILVERIO DE OLIVEIRA PROF,CLUBE DA COMUNIDADE,Clube da Comunidade dos CEUs,Público - Municipal,"SARGENTO CLAUDINER EVARISTO DIAS, 10",,03385-150,,-46.52559853,-23.58110523,Aricanduva
CEU AZUL DA COR DO MAR,CLUBE DA COMUNIDADE,Clube da Comunidade dos CEUs,Público - Municipal,"ERNESTO SOUZA CRUZ, 2171",,08225-380,,-46.45738086,-23.52210484,Itaquera
CEU VILA RUBI - ALEXANDRE KADUNC JORNALISTA,CLUBE DA COMUNIDADE,Clube da Comunidade dos CEUs,Público - Municipal,"DOMINGOS TARROSO, 101",,04823-090,,-46.69809561,-23.72802766,Cidade Dutra
CEU ALTO ALEGRE - PAULO SUYOSH MINAMI PROF,CLUBE DA COMUNIDADE,Clube da Comunidade dos CEUs,Público - Municipal,"BENTO GUELFI, S/N",,08381-001,,-46.42694096,-23.60889977,Iguatemi
CEU UIRAPURU,CLUBE DA COMUNIDADE,Clube da Comunidade dos CEUs,Público - Municipal,"NAZIR MIGUEL, 849",,05570-030,,-46.79011693,-23.60113023,Raposo Tavares
CEU ALVARENGA,CLUBE DA COMUNIDADE,Clube da Comunidade dos CEUs,Público - Municipal,"DO ALVARENGA, 3752",,04474-340,,-46.64662842,-23.70598433,Pedreira
CEU VILA ATLANTICA - JOAO SOARES FILHO PROF,CLUBE DA COMUNIDADE,Clube da Comunidade dos CEUs,Público - Municipal,"CORONEL JOSE VENANCIO DIAS, 840",,05160-030,,-46.76261439,-23.48191893,São Domingos
CEU TIQUATIRA,CLUBE DA COMUNIDADE,Clube da Comunidade dos CEUs,Público - Municipal,"CONDESSA ELISABETH DE ROBIANO, 5280",,03074-000,,-46.55402633,-23.5131491,Penha
CEU ROSA DA CHINA,CLUBE DA COMUNIDADE,Clube da Comunidade dos CEUs,Público - Municipal,"CLARA PETRELA, 113",,03978-500,,-46.50189258,-23.62290017,Sapopemba
CEU GUARAPIRANGA - FLORINDA LOTAIF SCHAHIN,CLUBE DA COMUNIDADE,Clube da Comunidade dos CEUs,Público - Municipal,"DA BARONESA, 1120",,04941-175,,-46.76897126,-23.69875972,Jardim Ângela
CEU PARELHEIROS - ENEIDA PALMA LEITE PROFA,CLUBE DA COMUNIDADE,Clube da Comunidade dos CEUs,Público - Municipal,"TEREZINHA DO PRADO OLIVEIRA, 25",,04890-630,,-46.71973319,-23.82542485,Parelheiros
CEU SAO RAFAEL,CLUBE DA COMUNIDADE,Clube da Comunidade dos CEUs,Público - Municipal,"CINIRA POLONIO, 100",,08395-320,,-46.45642868,-23.62034305,São Rafael
CEU BUTANTA - ELIZABETH GASPAR TUNALA PROFA,CLUBE DA COMUNIDADE,Clube da Comunidade dos CEUs,Público - Municipal,"ENGENHEIRO HEITOR ANTONIO EIRAS GARCIA, 1870",,05588-001,,-46.75001142,-23.58184007,Rio Pequeno
CEU NAVEGANTES - JOSE EVERARDO RODRIGUES COSME PROF,CLUBE DA COMUNIDADE,Clube da Comunidade dos CEUs,Público - Municipal,"MARIA MOASSAB BARBOUR, S/N",,04849-503,,-46.66021381,-23.74379907,Grajaú
CEU CAMPO LIMPO - DOM AGNELO ROSSI CARDEAL,CLUBE DA COMUNIDADE,Clube da Comunidade dos CEUs,Público - Municipal,"CARLOS LACERDA, 678",,05789-000,,-46.78046952,-23.63790867,Campo Limpo
CEU FEITICO DA VILA - JOSE FREITAS NOBRE DEP PROF,CLUBE DA COMUNIDADE,Clube da Comunidade dos CEUs,Público - Municipal,"FEITICO DA VILA, 399",,05879-000,,-46.79462735,-23.68621436,Capão Redondo
CEU MENINOS - ARTUR ALBERTO DE MOTA GONCALVES PROF DR,CLUBE DA COMUNIDADE,Clube da Comunidade dos CEUs,Público - Municipal,"BARBINOS, 111",,04240-110,,-46.58462297,-23.62133273,Sacomã
CEU CAPAO REDONDO - CELSO SEIXAS RIBEIRO BASTOS PROF E DR,CLUBE DA COMUNIDADE,Clube da Comunidade dos CEUs,Público - Municipal,"DANIEL GRAN, S/N",,05867-380,,-46.77040566,-23.67439369,Capão Redondo
CEU PAZ,CLUBE DA COMUNIDADE,Clube da Comunidade dos CEUs,Público - Municipal,"DANIEL CERRI, 1549",,02876-170,,-46.68881992,-23.44802537,Brasilândia
CEU JARDIM PAULISTANO,CLUBE DA COMUNIDADE,Clube da Comunidade dos CEUs,Público - Municipal,"APARECIDA DO TABOADO, S/N",,02814-000,,-46.71181683,-23.46184932,Freguesia do Ó
CEU TRES PONTES - NILZETE LETICIA BISPO DOS SANTOS LIMA PROFA,CLUBE DA COMUNIDADE,Clube da Comunidade dos CEUs,Público - Municipal,"CAPACHOS, S/N",,08191-330,,-46.38108643,-23.47807109,Jardim Helena
CEU VILA CURUCA - IRENE RAMALHO,CLUBE DA COMUNIDADE,Clube da Comunidade dos CEUs,Público - Municipal,"MARECHAL TITO, 3452",,08115-000,,-46.41135153,-23.49536602,Vila Curuçá
CEU PARAISOPOLIS,CLUBE DA COMUNIDADE,Clube da Comunidade dos CEUs,Público - Municipal,"DOUTOR JOSE AUGUSTO DE SOUZA E SILVA, S/N",,05712-040,,-46.72751493,-23.62261943,Vila Andrade
CEU TRES LAGOS,CLUBE DA COMUNIDADE,Clube da Comunidade dos CEUs,Público - Municipal,"MARIA MOURA DA CONCEICAO, S/N",,04855-257,,-46.68042694,-23.76745796,Grajaú
CEU VILA DO SOL,CLUBE DA COMUNIDADE,Clube da Comunidade dos CEUs,Público - Municipal,"DOS FUNCIONARIOS PUBLICOS, 369",,04962-000,,-46.78057412,-23.73790694,Jardim Ângela
CEU ARICANDUVA - IRENE GALVAO DE SOUZA PROFA,CLUBE DA COMUNIDADE,Clube da Comunidade dos CEUs,Público - Municipal,"OLGA FADEL ABARCA, S/N",,03572-020,,-46.50353879,-23.56978546,Cidade Líder
CEU JAMBEIRO - JOSE GUILHERME GIANETTI,CLUBE DA COMUNIDADE,Clube da Comunidade dos CEUs,Público - Municipal,"JOSE PINHEIRO BORGES, 60",,08420-092,,-46.42404792,-23.53897086,José Bonifácio
CEU QUINTA DO SOL,CLUBE DA COMUNIDADE,Clube da Comunidade dos CEUs,Público - Municipal,"LUIZ IMPARATO, 564",,03819-160,,-46.49653091,-23.4985251,Cangaíba
CEU SAO MATEUS,CLUBE DA COMUNIDADE,Clube da Comunidade dos CEUs,Público - Municipal,"CURUMATIM, 201",,08341-240,,-46.44953796,-23.60248705,Iguatemi
CEU SAPOPEMBA,CLUBE DA COMUNIDADE,Clube da Comunidade dos CEUs,Público - Municipal,"MANUEL QUIRINO DE MATTOS, S/N",,03969-000,,-46.49399709,-23.6093692,Sapopemba
IPASURE,CLUBE DA COMUNIDADE,Clube da Comunidade com Ginásio,Público - Municipal,"AVENIDA IPANEMA, 841",,04773-010,,-46.71135673,-23.68548313,Socorro
DÉCIO DA SILVA,CLUBE DA COMUNIDADE,Clube da Comunidade com Ginásio,Público - Municipal,"RUA AGOSTINHO GUALDA MARTIN, 125",,04688-010,,-46.69232207,-23.66575059,Campo Grande
JARDIM MANACÁ,CLUBE DA COMUNIDADE,Clube da Comunidade com Ginásio,Público - Municipal,"RUA JAIME RODRIGUES, 417",,04446-230,,-46.68437468,-23.68533519,Campo Grande
